text,labels
Facebook is using your pictures and posts in lawsuits against the company amid the COVID-19 pandemic.,1
"Adelio Bispo de Oliveira, a man who stabbed Bolsonaro back in 2018, has contracted COVID-19 while in jail.",1
A Youtube video shared on facebook claimed that Lithuanian Health Minister banned a “cure from COVID-19” from Lithuania.,1
Schools will not open on September 1.,1
"In Ukraine, September 1 is the beginning of the school year.",1
There are more than 6 000 coronavirus infections in Ukraine.,1
The government hides the real numbers.,1
Bill Gates predicted the coronavirus outbreak.,1
A photo of a room lined with coffins shows Italian nationals killed during the novel coronavirus pandemic in 2020.,1
A photo of a purported notice announcing that people who were unable to take the Philippine government’s civil service exam due to the COVID-19 pandemic will automatically receive a passing mark has been shared hundreds of times in multiple Facebook posts.,1
"The photos of Ukrainian hospitals show that they are not ready, at the end of March, to accept patients with COVID-19.",1
Claim that supermarket workers are required to have a flu vaccination or face dismissal.,1
An image has been shared thousands of times in multiple Facebook posts alongside a claim it shows vendors observing social distancing guidance at a market in eastern Sri Lanka during the novel coronavirus pandemic.,1
Facebook posts shared thousands of times claim that the novel coronavirus disease is caused by bacteria and can be cured with household painkillers.,1
The posts also claim that Italian doctors found a cure for COVID-19,1
Infrared or “pistol” thermometers can cause ophthalmic and neuronal damage.,1
"Speaking about the danger of developing a COVID-19 vaccine without animal testing, lawyer and environmentalist Robert Kennedy Jr. said a dengue vaccine developed by the U.S. National Institutes of Health (NIH) was administered on children in the Philippines, making them more sick and even causing deaths.",1
Consuming onion and salt followed by a glass of water can cure coronavirus.,1
"Warm water with salt prevents the new coronavirus infection, killing it in the throat.",1
Most of the passengers in an Ethiopian airlines flight from Italy are infected with coronavirus.,1
Helicopters are going to spread ‘medicines’ against the coronavirus in Spain.,1
"For every click on the Italian song Rinascerò rinascerai, YouTube donates money to a hospital in Bergamo.",1
"The Colombian government is closing the border with Venezuela, even though they said they’re not going to do it.",1
Sanitary protection supplies being retained by La Paz Hospital in Madrid.,1
A table comparing COVID-19 stats for countries that did impose lockdown against countries that didn’t.,1
Croatian president tells people to buy in bulk for at least 2 weeks.,1
A viral message shared on Whatsapp and Facebook claims: The German minister for agriculture just spoke on TV about pensioners who should help as harvest workers because of the corinavirus crisis and she confirmed that they get less money than refugees.,1
"567 positive cases and 39 deaths from COVID-19 were recorded in Mali on April 13, 2020.",1
Text in Lithuanian excerpted from a letter claims WHO measures are a genocide and pandemic isn’t real.,1
Prince of the United Arab Emirates was infected with the coronavirus in early March 2020,1
Video of mass grave claiming to be Italy.,1
"The Tunisian Foreign Minister announces the imposition of a visa for Tunisians returning from abroad, whose value is 100 euros.",1
Indian News wire agency IANS claims that Pakistani PM Imran Khan read an overturned graph and claimed that Pakistan was flattening its curve.,1
Claim that Rep. Alexandria Ocasio-Cortez tweeted that U.S. governors should extend COVID-19 restrictions on businesses “until after the November Elections.”,1
Coronavirus patient arrested in Punjab,1
Holding your breath is an effective way to self-diagnose for COVID-19.,1
WhatsApp message suggests holding your breath for 10 seconds and drinking water every 15 minutes will fight the coronavirus.,1
The WHO amended its guideline: coronavirus can travel in aerosols and is infectious in the air for eight hours.,1
Everyone must wear a face mask no matter where they are.,1
A claim that the Nobel laureate Tasuku Honjo had said that the coronavirus was manmade.,1
Florida man is arrested for robbery using cough as a weapon.,1
Guatemala’s president said that he decided to reduce the curfew time after a meeting with “the asociation of infectious disease specialists”,1
Brazilian company owner who laid off employees because of the pandemic commits suicide.,1
One photograph of an article of the Newspapers Clarín shows the apparition of COVID-19 in 2003.,1
South Sudan President Salva Kiir and his first deputy Riek Machar recently became targets of tit-for-tat claims on Facebook alleging they had flown to foreign countries for COVID-19 treatment.,1
"For four days, rumours about the two men — bitter rivals since the 2013 civil war — flew thick and fast on social media.",1
Venezuela has the lowest rate of COVID-19 cases from Antarctica to the North Pole.,1
Video shows Turkish citizens leaving food packets on the road for the poor during the outbreak.,1
"Notes thrown by a person with the intention of spreading coronavirus in Madhya Pradesh’s Indore, in India.",1
Photo of a man trying to ressurect his grandmother through mouth-to-mouth breathing.,1
"According to the caption, the photo was taken in Minas Gerais, Brazil.",1
Authorities have identified that the international chemical-warfare terrorist ‘Samuel Whitcomb Hyde’ is behind the deadly China ‘coronavirus.’”,1
Pets can contaminate humans.,1
A claim that COVID-19 would have a deadline of “maximal infection” until April 3 in Brazil.,1
A video showing medical staff in Turkey saluting citizens.,1
The WHO has acknowledged that self-isolation is an ineffective measure in fighting COVID-19.,1
The Department of Health (DOH) reports fake cigarettes that spread coronavirus have reached the Philippines.,1
World Health Organisation only recommended testing among the general population in April 2020 during the COVID-19 crisis.,1
Someone from Bosnia and Herzegovina was captured on the Diamond Princess cruiser in quarantine.,1
"After testing negative for coronavirus, he returned to BiH.",1
"A child from China has coronavirus in Galicia, Spain.",1
Facebook allegedly removed a video criticizing Dutch social distancing rules.,1
A video shows Delhi police apprehending a COVID-19 patient who was fleeing.,1
Multiple Facebook posts shared thousands of times in April 2020 claim pet owners should avoid touching their animals after using hand sanitiser because it contains toxic chemicals.,1
"The posts were shared as people around the world took steps to minimise the spread of the novel coronavirus, which causes the disease COVID-19.",1
Pope Francis is infected with coronavirus.,1
A video shows people storming an Aldi supermarket to buy groceries because of coronavirus fear.,1
Is This ‘Shaun of the Dead’ Meme Mocking Real Ohio Protesters?,1
Image showing Italian doctors exhausted and sleeping.,1
Claim that the outbreak of the virus was caused by 5G.,1
Police catches coronavirus positive patient on the road.,1
"“Plandemia”: This video claims that the coronavirus was created in a laboratory, and that it is a plan to reduce the population where vaccines and abortion are involved, among many other claims.",1
"Photos of lung show four stages of pneumonia, along with the descriptions of symptoms of each stage.",1
Colombia is the last country in the coronavirus test ranking.,1
